"","GSM2882963","GSM2882964","GSM2882965","GSM2882966","GSM2882967","GSM2882968","GSM2882969","GSM2882970","GSM2882971","GSM2882972","GSM2882973","GSM2882974","GSM2882975","GSM2882976","GSM2882977","GSM2882978","GSM2882979","GSM2882980","GSM2882981","GSM2882982","GSM2882983","GSM2882984","GSM2882985","GSM2882986","GSM2882987","GSM2882988","GSM2882989","GSM2882990","GSM2882991","GSM2882992","GSM2882993","GSM2882995","GSM2882996","GSM2882997","GSM2882998","GSM2882999","GSM2883000","GSM2883001","GSM2883002","GSM2883003","GSM2883004","GSM2883005","GSM2883006","GSM2883007","GSM2883008","GSM2883009","GSM2883010","GSM2883011","GSM2883012","GSM2883013","GSM2883014","GSM2883015","GSM2883016","GSM2883017","GSM2883018","GSM2883019"
"ENSG00000100644",0,0,-1,0,0,-1,-1,0,0,1,0,-1,-1,1,1,-1,-1,1,1,0,0,0,-1,1,1,-1,0,0,1,1,0,-1,0,-1,0,0,-1,-1,-1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
"ENSG00000100652",-1,-1,-1,0,0,0,0,0,1,1,0,-1,-1,-1,-1,0,0,1,1,1,0,0,-1,0,-1,0,-1,-1,1,1,-1,0,0,0,0,0,-1,0,0,-1,0,-1,-1,1,1,0,0,1,0,0,0,0,1,1,1,0
"ENSG00000100678",0,0,0,1,1,-1,0,-1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,-1,-1,0,0,-1,-1,0,-1,0,0,0,1,1,1,1,0,0,0,1,1,0,-1,-1,-1,-1,-1,0,-1,0,0,0,0,-1
"ENSG00000100714",-1,-1,0,0,1,1,1,1,0,0,0,-1,-1,1,1,1,0,1,0,0,0,-1,-1,1,1,-1,0,0,-1,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,1,1,-1,0,0,0,1
"ENSG00000100814",0,0,0,1,1,0,0,0,0,0,0,-1,-1,0,0,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,0,0,1,1,0,-1,0,0,1,0,0,0,0,0,-1,-1,-1,1,1,0,0,1,1,1,0,1,0,0,0,-1
"ENSG00000100865",0,0,-1,1,1,-1,0,1,0,1,1,0,0,0,1,1,1,0,0,-1,0,0,-1,1,1,0,0,-1,-1,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,0,1,-1,-1,0,-1,1
"ENSG00000100867",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
"ENSG00000100889",0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,-1,-1,-1,0,1,0,0,0,1,1,0,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,-1,0,0,0,-1,0,0,0,0,1,1,1
"ENSG00000100938",0,0,0,0,1,-1,-1,1,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,-1,0,-1,0,-1,-1,-1,-1,0,1,1,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,-1,1,1,1
"ENSG00000100979",0,0,0,1,1,0,0,1,0,-1,0,0,0,1,1,1,1,0,-1,0,0,0,0,1,1,1,-1,-1,-1,1,0,0,-1,0,-1,-1,0,0,0,0,0,1,1,-1,-1,0,0,-1,-1,0,0,-1,-1,0,0,1
"ENSG00000100983",0,0,0,0,0,1,1,1,0,-1,0,0,0,1,1,-1,-1,0,-1,1,0,0,0,1,1,1,0,-1,-1,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,1,-1,-1,1,1,0,-1,0,0,-1,-1,1,0,0
"ENSG00000100994",0,1,-1,0,1,0,0,1,1,0,0,-1,0,0,1,-1,0,-1,-1,1,0,0,0,1,1,1,0,0,0,1,0,0,-1,0,-1,-1,-1,0,0,-1,0,0,0,-1,-1,0,0,-1,-1,1,0,0,0,1,1,1
"ENSG00000100997",0,0,-1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,1,1,0,-1,-1,1,1,1,-1,1,-1,-1,-1,0,0,-1,0,-1,0,-1,-1,0,0,0,-1,0,1,0,-1,0,0,1
"ENSG00000101146",-1,0,0,1,0,1,1,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,-1,0,1,1,0,0,-1,1,0,1,0,1,1,0,0,0,-1,0,1,-1,0,-1,-1,-1,1,-1,1,0,1,0,1,0,0,-1,0
"ENSG00000101160",0,0,-1,1,1,-1,0,1,0,0,0,0,0,1,1,0,0,-1,-1,0,1,0,0,1,1,0,0,0,-1,-1,1,0,-1,0,-1,-1,0,-1,0,0,0,0,0,-1,-1,0,1,-1,-1,0,1,0,0,1,1,1
"ENSG00000101187",0,0,0,0,0,0,0,1,0,-1,0,-1,-1,-1,0,1,1,-1,-1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,-1,-1,0,0,1,0,0,0,0,-1,-1,1,0,0,-1,0,0,-1,-1,-1,0,1
"ENSG00000101210",0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-1,-1,0,0,0,0,-1,-1,1,1,1,-1,0,1,1,-1,1,-1,0,1,1,0,0,1,0,1,-1,-1,0,0,-1,-1,0,0,-1,-1,0,0,-1
"ENSG00000101247",0,0,1,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,-1,-1,0,1,1,0,-1,1,0,-1,-1,1,0,-1,-1,-1,0,0,-1,-1,1,1,0,1,-1,0,1,0,1,1,0,-1,0
"ENSG00000101255",-1,0,0,0,0,0,1,1,-1,-1,-1,0,0,1,1,1,1,0,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,1,0,-1,-1,0,-1,-1,0,0,0,1
"ENSG00000101276",-1,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,-1,-1,-1,-1,1,-1,-1,1,0,0,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1,0,-1,-1,0,0,-1,0,-1,0,0,1,-1,0,-1,-1,1
"ENSG00000101290",0,1,0,0,0,-1,0,1,-1,0,0,-1,-1,1,1,0,0,0,-1,0,0,0,1,1,1,1,0,0,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,-1,0,0,0,-1,0,0,0,1,1,1,1
"ENSG00000101306",0,0,0,0,0,1,1,0,1,1,1,-1,0,0,0,-1,0,-1,-1,0,0,1,1,0,0,1,0,0,-1,0,1,1,-1,1,0,0,1,1,1,-1,0,0,0,-1,-1,0,0,-1,-1,0,0,-1,-1,0,0,-1
"ENSG00000101323",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
"ENSG00000101333",0,0,-1,0,0,0,0,1,0,0,-1,-1,-1,0,-1,0,-1,1,1,-1,0,0,0,1,1,0,-1,0,1,0,-1,-1,0,-1,0,0,-1,-1,1,0,0,0,-1,1,1,0,0,0,0,0,0,1,1,1,1,1
"ENSG00000101365",0,0,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,-1,1,1,0,0,0,0,0,1,1,-1,0,0,1,-1,1,-1,-1,1,0,0,1,0,-1,0,-1,-1,0,1,-1,-1,0,1,-1,-1,1,1,-1
"ENSG00000101438",-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ENSG00000101444",0,0,0,0,1,1,1,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,1,0,0,0,0,1,0,1,-1,-1,1,0,-1,1,-1,0,1,1,1,0,0,0,1,-1,-1,1,0,-1,-1,0,0,-1,-1,0,1,0
"ENSG00000101464",0,1,1,1,0,1,0,0,-1,0,0,-1,-1,-1,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,1,-1,1,1,0,1,-1,1,0,0,-1,-1,-1,0,0,0,1,1,0,-1,0,0,-1
"ENSG00000101473",0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,-1,1,-1,0,-1,0,-1,-1,0,-1,0,0,1,0,0,-1,-1,1,1,-1,-1,1,0,-1,-1,1,0,1
"ENSG00000101557",1,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,1,1,-1,0,0,0,0,-1,0,-1,-1,1,0,-1,0,1,0,1,1,0,1,0,0,-1,-1,-1,1,1,0,0,1,1,0,0,0,1,0,-1,1
"ENSG00000101558",0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,1,1,1,0,1,1,0,-1,0,-1,0,-1,-1,-1,-1,0,-1,0,0,1,-1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,-1,0
"ENSG00000101574",0,0,-1,0,0,1,1,0,-1,-1,-1,-1,-1,0,-1,1,0,1,0,0,-1,0,0,1,1,0,0,-1,1,0,-1,-1,-1,-1,1,0,0,0,0,0,0,0,-1,1,1,0,0,1,0,0,0,1,1,0,0,1
"ENSG00000101577",0,0,0,0,0,0,-1,1,0,-1,0,-1,-1,1,1,0,1,0,0,0,0,0,0,1,1,0,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,1,1,1,1,0,0,0,0,0,1,0,1,1
"ENSG00000101638",1,1,1,1,0,0,1,0,-1,-1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1,0,0,1,0,0,-1,-1,-1,-1,1,0,1,1,-1,-1,-1,-1,-1
"ENSG00000101654",0,0,-1,0,1,-1,-1,0,1,1,0,-1,-1,0,0,-1,-1,0,1,0,0,0,-1,0,1,0,-1,-1,1,1,0,-1,1,0,1,1,1,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0,0,1,-1,0,1
"ENSG00000101670",1,0,1,-1,-1,-1,0,1,-1,-1,0,1,0,1,1,-1,-1,-1,-1,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1,1,-1,0,0,0,-1,-1,0,0,-1,-1,-1,0,1
"ENSG00000101695",0,-1,-1,0,-1,-1,-1,1,-1,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0,-1,-1,1,1,-1,1,1,0,0,-1,-1,-1,0,0,0,0,-1,0,0,0,0,1,1,1,0,1,1,0,0,1
"ENSG00000101751",0,0,-1,0,0,0,0,1,0,1,-1,0,-1,1,1,-1,-1,1,1,0,0,-1,-1,1,1,0,-1,-1,0,-1,0,0,0,0,1,0,0,0,-1,0,0,0,-1,0,1,0,-1,1,0,0,0,1,1,0,0,1
"ENSG00000101752",0,0,-1,0,0,0,0,1,0,0,0,-1,-1,1,0,-1,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,1,0,0,0,0,-1,1,1,0,0,-1,0,-1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
"ENSG00000101846",-1,-1,-1,0,0,0,0,1,1,-1,0,-1,-1,1,1,-1,-1,1,0,0,0,0,-1,1,1,0,0,0,1,1,-1,0,1,1,0,0,-1,-1,1,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1
"ENSG00000101849",1,0,-1,0,0,0,0,1,0,-1,-1,0,-1,1,1,0,0,1,-1,0,-1,0,-1,1,1,1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,1,1,1,1
"ENSG00000101868",0,0,-1,1,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,1,1,1,0,-1,-1,0,0,0,-1,0,1,0,-1,0,1,0,1,1,0,0,0,0,-1,-1,-1,0,1,0,0,1,1,0,0,1,1,0,-1,1
"ENSG00000101871",0,0,-1,1,1,1,0,1,-1,0,-1,0,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,0,0,0,1,0,-1,0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,1,1,1,1,1
"ENSG00000101890",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ENSG00000101892",1,0,-1,-1,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,-1,-1,-1,1,1,-1,-1,0,-1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,-1
"ENSG00000101901",0,0,-1,0,0,0,-1,1,0,-1,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,1,1,0,-1,0,1,1,-1,0,1,-1,1,0,-1,0,-1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
"ENSG00000101911",-1,0,-1,0,1,1,0,1,0,0,-1,0,0,1,1,0,0,-1,0,0,0,0,-1,1,1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,-1,-1,0,-1,0,0,-1,0,1,0,1,-1,0,1,0,0,1,1,1,1
"ENSG00000101945",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,-1,-1,-1,-1,1,1,0,1,1,0,0,0,0,-1,1,-1,1,0,1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,-1,0,0,1,1,-1,-1,0,1,1
"ENSG00000101974",0,-1,-1,0,0,-1,-1,1,0,-1,-1,0,0,1,0,0,0,0,0,0,-1,0,0,1,1,0,-1,-1,1,0,1,0,1,0,1,0,0,0,0,-1,-1,-1,-1,0,1,0,0,1,0,0,-1,1,1,0,1,1
"ENSG00000101986",0,0,1,-1,0,1,1,0,0,0,-1,1,0,1,1,1,1,-1,-1,0,0,0,1,1,1,0,0,0,-1,0,1,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,-1,1,0,-1,-1,0,0,-1,-1,0,0,1
"ENSG00000102030",-1,0,0,0,1,0,1,1,0,-1,0,0,0,-1,-1,0,0,0,-1,1,1,0,1,0,1,0,0,0,0,1,0,0,-1,1,-1,-1,1,0,0,-1,0,0,0,-1,-1,0,0,-1,-1,1,1,0,-1,1,0,1
"ENSG00000102032",1,0,-1,0,1,-1,-1,1,0,0,0,0,0,1,1,1,1,-1,-1,0,0,0,0,1,1,0,0,-1,0,1,0,-1,-1,0,-1,-1,0,0,0,-1,0,1,1,-1,-1,1,0,-1,-1,0,0,0,-1,0,0,1
"ENSG00000102043",0,0,-1,0,1,-1,0,1,-1,1,0,-1,0,-1,-1,1,0,1,0,0,0,0,1,0,1,0,-1,0,1,1,1,-1,-1,-1,0,0,0,-1,0,1,-1,-1,-1,0,0,0,0,0,0,-1,0,1,0,1,0,-1
"ENSG00000102078",1,1,0,0,-1,0,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,1,1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,1,-1,1,0,-1,0,1,1,0,0,1,0,1,0,0,0,0,0,1
"ENSG00000102100",0,0,1,0,0,-1,0,1,0,-1,0,0,0,-1,-1,1,1,-1,0,0,0,0,0,1,1,1,1,0,-1,1,-1,0,0,1,-1,-1,-1,0,0,-1,0,-1,0,0,-1,-1,0,-1,-1,0,0,1,0,1,1,1
"ENSG00000102125",1,1,1,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,1,1,1,1,1,0,-1,0,0,0,-1,-1,-1,-1,1,0,1,0,0,0,1,-1,-1,0,0,0,-1,0,0,-1,-1,1,0,1
"ENSG00000102144",1,1,1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,-1,-1,-1,-1,1,1,0,0,0,0,0,-1,-1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0
"ENSG00000102172",1,0,-1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,-1,-1,-1,1,1,0,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"ENSG00000102226",-1,0,-1,1,1,0,1,1,0,-1,0,0,0,-1,0,0,0,0,0,1,1,0,1,1,1,0,-1,0,-1,1,0,1,-1,0,-1,-1,0,-1,0,0,0,0,0,-1,-1,0,0,0,-1,0,1,0,-1,1,1,0
"ENSG00000102230",-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,1,-1,0,1,1,1
"ENSG00000102309",0,0,-1,0,0,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,0,0,0,1,0,-1,0,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,1,0,0,0,0,0,-1,-1,0,0,-1,1,1,1,0,0,0,1,1
"ENSG00000102312",0,0,0,0,1,0,1,1,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1,1,0,0,1,1,1,0,0,0,1,1,-1,0,-1,0,-1,-1,0,1,0,0,0,-1,0,0,-1,0,1,-1,-1,1,1,0,0,0,0,1
"ENSG00000102383",0,0,-1,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,-1,0,1,1,0,-1,1,1,1,-1,-1,0,-1,0,0,1,-1,-1,1,0,-1,-1,1,0,1,0,1,0,0,-1,1,1,0,0,1
"ENSG00000102393",0,0,0,0,-1,1,1,1,1,-1,0,-1,0,-1,-1,-1,-1,0,0,0,-1,0,0,1,1,0,-1,-1,0,1,1,-1,-1,-1,-1,0,1,-1,0,0,0,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1
"ENSG00000102575",1,0,0,1,1,0,0,1,-1,-1,0,0,0,-1,-1,0,0,-1,-1,0,-1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,1,0,1,0,1,0,0,0,0,0,1,0,-1,1,-1,-1,0,0,1,1
"ENSG00000102595",0,0,0,0,0,-1,-1,1,-1,0,0,-1,-1,0,0,0,0,0,1,0,0,-1,-1,1,1,-1,0,0,1,1,-1,0,0,-1,0,0,0,-1,-1,-1,-1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1
"ENSG00000102699",0,1,-1,0,0,0,-1,1,0,0,0,-1,0,1,1,0,0,0,0,0,0,-1,-1,1,1,0,-1,-1,1,1,-1,-1,-1,-1,0,0,-1,-1,1,0,0,0,0,1,1,0,0,0,0,0,-1,1,1,0,0,1
"ENSG00000102743",1,1,1,-1,-1,0,1,0,-1,1,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,-1,0,1,1,1,-1,1,0,0,-1,0,0,0,-1,-1,0,0,-1,1,-1,-1,-1,0,0,0,0,1,1,0,0,1
"ENSG00000102780",0,0,-1,0,-1,0,-1,1,0,0,0,-1,-1,1,0,0,0,1,1,0,0,-1,-1,1,1,0,0,-1,1,1,1,-1,-1,-1,0,0,-1,-1,0,-1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
"ENSG00000102858",-1,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,1,-1,-1,1,0,0,1,1,1,1,1,0,-1,0,0,0,-1,1,-1,-1,1,0,0,0,0,1,1,-1,-1,0,0,-1,-1,0,0,-1,-1,1,0,1
"ENSG00000102893",1,1,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,-1,0,0,-1,-1,1,0,0,0,-1,0,-1,1,0,1,0,1,-1,1,1,-1,0,-1,0,0,1,0,1,1,0,0,0,-1,-1,-1,1,1,0,0,-1
"ENSG00000102900",0,0,1,1,1,0,0,1,0,1,-1,-1,0,1,1,0,0,-1,0,0,0,-1,-1,1,1,0,0,-1,-1,0,1,0,0,-1,-1,0,1,-1,0,0,0,-1,0,-1,-1,0,0,0,0,1,1,0,0,-1,0,1
"ENSG00000102967",-1,0,1,1,1,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,-1,-1,-1,1,0,0,0,0,-1,-1,0,-1,0,0,0,0,1,0,-1,-1,1,1,1
"ENSG00000102978",0,0,-1,1,1,-1,-1,0,0,-1,0,-1,0,-1,-1,-1,-1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,-1,-1,0,1,-1,0,0,0,1,-1,1,0,-1
"ENSG00000103024",0,1,-1,1,0,0,0,1,0,-1,0,0,0,0,1,1,1,-1,-1,0,0,1,0,1,1,1,0,0,-1,-1,0,1,0,1,-1,-1,0,0,0,-1,0,0,0,-1,-1,0,0,-1,-1,0,0,-1,-1,1,0,1
"ENSG00000103037",-1,0,0,0,1,-1,-1,0,0,-1,-1,0,-1,1,0,1,1,0,0,0,0,-1,-1,0,1,0,0,-1,1,1,0,-1,0,-1,1,0,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,1,0,1,1,0,0,1
"ENSG00000103044",0,0,1,0,0,0,0,0,0,-1,0,1,0,-1,-1,-1,-1,0,-1,0,1,0,0,1,1,1,1,0,-1,-1,1,0,-1,-1,-1,-1,1,0,1,0,0,0,-1,-1,0,0,0,0,0,1,1,1,0,0,0,1
"ENSG00000103056",0,1,-1,1,1,0,-1,0,0,0,0,0,0,1,1,1,1,-1,-1,0,0,0,0,0,0,1,0,-1,0,1,0,1,-1,0,-1,-1,1,0,0,-1,0,-1,-1,0,-1,1,0,-1,0,0,0,0,-1,1,0,1
"ENSG00000103064",-1,-1,0,1,1,0,0,0,1,0,0,-1,0,1,1,1,1,0,-1,0,0,-1,-1,1,1,1,0,0,-1,1,-1,0,0,0,0,0,0,0,-1,0,0,1,1,-1,-1,0,0,-1,-1,0,0,0,-1,0,0,1
"ENSG00000103066",0,1,0,-1,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,-1,0,0,1,1,1,1,1,0,0,-1,0,1,1,-1,1,-1,-1,0,0,-1,0,0,0,0,-1,-1,1,1,-1,-1,0,0,-1,-1,0,0,1
"ENSG00000103150",-1,-1,1,1,1,-1,0,1,0,-1,0,0,0,0,0,0,0,-1,0,0,1,-1,-1,0,0,1,0,1,-1,0,0,0,-1,0,-1,-1,-1,0,1,0,1,-1,-1,0,0,1,1,0,1,1,1,0,0,0,0,0
"ENSG00000103174",0,0,0,1,0,1,0,1,0,-1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,1,1,1,0,0,-1,0,-1,1,-1,1,-1,-1,1,0,1,0,1,0,0,-1,-1,1,0,-1,-1,0,0,-1,-1,1,0,1
"ENSG00000103194",0,0,-1,0,0,1,1,0,0,-1,-1,-1,-1,1,1,1,1,1,0,0,-1,-1,-1,1,0,0,0,0,1,0,-1,0,0,-1,1,0,0,-1,1,0,0,0,0,0,0,0,-1,1,0,1,0,1,0,0,-1,-1
"ENSG00000103202",0,0,1,-1,0,1,1,1,0,-1,0,0,0,0,0,0,0,-1,-1,1,0,0,0,1,1,1,0,0,-1,1,1,0,-1,0,-1,-1,1,0,1,0,0,0,0,-1,-1,0,0,-1,-1,0,0,-1,-1,1,0,1
"ENSG00000103222",-1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,-1,-1,1,0,-1,0,-1,-1,0,-1,-1,0,1,-1,-1,0,-1,1,1,0,-1,1,1,-1,-1,0,0,1
"ENSG00000103253",0,0,0,1,0,-1,-1,1,-1,-1,0,0,0,-1,0,-1,-1,-1,-1,0,0,0,1,1,0,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,1,0,0,-1,0,1,1
"ENSG00000103257",0,0,0,1,0,0,0,0,0,1,1,0,1,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,1,0,0,-1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,-1,-1,0,0,-1,-1,0,-1,-1,-1,1,1,-1
"ENSG00000103266",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,1,0,0,-1,0,0,1,-1,1,-1,-1,1,1,0,0,1,1,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,1
"ENSG00000103275",0,0,0,1,1,-1,-1,1,-1,0,0,-1,-1,1,1,0,0,0,0,1,0,0,0,1,1,0,-1,0,0,1,-1,0,-1,0,-1,0,0,1,0,0,0,0,0,-1,-1,0,0,0,-1,1,0,-1,-1,1,1,1
"ENSG00000103375",0,0,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,0
"ENSG00000103404",0,0,-1,0,0,0,1,0,-1,1,0,0,-1,1,1,-1,-1,0,0,-1,-1,1,1,0,0,1,0,0,1,0,-1,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,1,0,1
"ENSG00000103415",0,1,1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,-1,1,1,1,1,1,-1,0,-1,0,-1,0,-1,-1,-1,0,0,0,0,1,0,-1,-1,0,1,0,-1,1,1,0,-1,1,0,1
"ENSG00000103485",1,0,1,0,0,0,1,1,-1,0,0,0,-1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,-1,-1,0,-1,0,0,0,0,-1,0,0,1
"ENSG00000103489",0,0,0,1,1,0,0,1,0,0,0,-1,-1,1,1,0,0,0,0,1,0,0,0,1,1,0,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,1,1,1
"ENSG00000103502",0,1,0,1,0,0,-1,1,0,0,0,0,0,-1,0,1,0,0,-1,0,0,0,1,1,1,1,0,0,-1,1,-1,0,-1,1,-1,-1,0,0,1,0,0,0,0,-1,-1,0,0,-1,-1,0,0,-1,-1,1,1,1
"ENSG00000103507",0,1,1,0,0,1,1,0,0,-1,1,0,0,0,0,-1,-1,-1,-1,0,0,1,1,0,0,1,1,0,-1,0,0,1,0,1,-1,-1,0,1,0,0,1,0,0,-1,-1,0,0,-1,-1,0,0,-1,-1,0,1,0
"ENSG00000103510",0,0,-1,1,1,-1,0,0,1,1,0,-1,0,0,1,-1,0,0,-1,1,0,1,1,0,1,1,0,0,-1,-1,0,0,0,0,-1,-1,-1,0,0,0,0,1,1,-1,-1,0,0,-1,-1,0,0,0,0,1,0,1
